ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
585374081,Audio,Prairie Warbler,Setophaga discolor,,Nathan Pieplow,2023-06-08,2023,6,8,639,United States,US-RI-009,Rhode Island,Washington,Francis Carter Preserve,41.4355842,-71.6682816,"",,Unspecified,"","",,,,,,,S140869605,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
585330581,Audio,Prairie Warbler,Setophaga discolor,,Ron Shrieves,2023-06-16,2023,6,16,841,United States,US-TN-145,Tennessee,Roane,Lakeshore Park--Gupton Wetland,35.9254092,-84.5149461,"",,Unspecified,"","",,,,,,,S141728267,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
585217151,Audio,Prairie Warbler,Setophaga discolor,,Scott Wieman,2023-06-14,2023,6,14,730,United States,US-MA-001,Massachusetts,Barnstable,Frances A. Crane WMA,41.6348031,-70.5607738,"",,Unspecified,"","",,,,,,,S141523030,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
585217031,Audio,Prairie Warbler,Setophaga discolor,,Karma Tsering,2023-06-15,2023,6,15,1441,United States,US-OH-097,Ohio,Madison,Prairie Oaks Metro Park--Coneflower Trail ,39.9897364,-83.2542905,"",,Unspecified,"","",,,,,,,S141667437,"",,,,Heard and ID’d by sound and by Merlin (attached) seen briefly in flight from one side of the pathway to the other,Setophaga discolor,prawar,Species,33643,,.00,0,,,
585116801,Audio,Prairie Warbler,Setophaga discolor,,Christopher Plummer,2023-06-09,2023,6,9,1305,United States,US-PA-017,Pennsylvania,Bucks,"Bowman's Hill Wildflower Preserve",40.3308426,-74.9402332,"",,Unspecified,"","",,,,,,,S141010089,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
585101701,Audio,Prairie Warbler,Setophaga discolor,,MJ Heatherington,2023-06-15,2023,6,15,927,United States,US-NJ-029,New Jersey,Ocean,Cedar Bridge Tavern County Park,39.7832786,-74.3606615,"",,Unspecified,"","",,,,,,,S141661205,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584918941,Audio,Prairie Warbler,Setophaga discolor,,d w,2023-05-11,2023,5,11,1343,United States,US-NY-071,New York,Orange,Sterling Forest SP--Ironwood Drive (right-of-way),41.2343910,-74.2379055,"",,Unspecified,"","",,,,,,,S137135217,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584748051,Audio,Prairie Warbler,Setophaga discolor,,John Licharson,2023-06-13,2023,6,13,838,Canada,CA-ON-LA,Ontario,Lennox and Addington,CA - ON - L&A - Sheffield Conservation Area,44.5591930,-77.1164760,"",,Unspecified,"","",,,,,,,S141447431,"",,,,"Male & female. Bright yellow, rufous back and stripes on breast & line through eye. Unmistakable. Record photos only.",Setophaga discolor,prawar,Species,33643,,.00,0,,,
584696401,Audio,Prairie Warbler,Setophaga discolor,,Stacy Robinson,2023-06-14,2023,6,14,612,United States,US-NY-031,New York,Essex,Ticonderoga NE Mt Defiance,43.8426920,-73.4152860,"",,Unspecified,"","",,,,,,,S141525863,"",,,,One bird singing about 1/2 mile uphill from the parking lot and another male singing and foraging just above the hairpin turn. Unfortunately he ate what he found. Confirming this species in the County has become pretty frustrating,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584696251,Audio,Prairie Warbler,Setophaga discolor,,Stacy Robinson,2023-06-14,2023,6,14,612,United States,US-NY-031,New York,Essex,Ticonderoga NE Mt Defiance,43.8426920,-73.4152860,"",,Unspecified,"","",,,,,,,S141525863,"",,,,One bird singing about 1/2 mile uphill from the parking lot and another male singing and foraging just above the hairpin turn. Unfortunately he ate what he found. Confirming this species in the County has become pretty frustrating,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584696121,Audio,Prairie Warbler,Setophaga discolor,,Stacy Robinson,2023-06-14,2023,6,14,721,United States,US-NY-031,New York,Essex,Mt. Defiance,43.8313207,-73.4065890,"",,Unspecified,"","",,,,,,,S141525486,"",,,,One singing at the summit and presumed mate seen briefly,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584676711,Audio,Prairie Warbler,Setophaga discolor,,Cynthia Elder,2023-06-14,2023,6,14,636,United States,US-FL-109,Florida,St. Johns,Faver-Dykes SP,29.6734000,-81.2625000,"",,Unspecified,"","",,,,,,,S141539500,"",,,,Male and a female-type both carrying food.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584460011,Audio,Prairie Warbler,Setophaga discolor,,Connor Thompson,2023-06-13,2023,6,13,1321,Canada,CA-ON-LA,Ontario,Lennox and Addington,Sheffield CA,44.5590717,-77.1170926,"",,Unspecified,"","",,,,,,,S141471401,"",,,,Heard and seen at four separate spots on trail. Got a recording. Yellow body and head with black streaks and triangle on cheek. Yellow-grey wings and red triangle on back,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584451621,Audio,Prairie Warbler,Setophaga discolor,,Gordon Green,2023-05-29,2023,5,29,1048,United States,US-NC-019,North Carolina,Brunswick,Governors Road,34.1396034,-78.0589181,"",,Unspecified,"","",,,,,,,S139800349,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584451381,Audio,Prairie Warbler,Setophaga discolor,,Gordon Green,2023-05-29,2023,5,29,1048,United States,US-NC-019,North Carolina,Brunswick,Governors Road,34.1396034,-78.0589181,"",,Unspecified,"","",,,,,,,S139800349,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584364611,Audio,Prairie Warbler,Setophaga discolor,,Blair Clark,2023-06-13,2023,6,13,913,United States,US-FL-109,Florida,St. Johns,ASP back beach area,29.9001150,-81.2909280,"",,Unspecified,"","",,,,,,,S141459797,"",,,,"Singing fairly close to me, but never seen. Known breeding location for Prairie Warblers. Bad audio.",Setophaga discolor,prawar,Species,33643,,.00,0,,,
584290601,Audio,Prairie Warbler,Setophaga discolor,,Susan Brauning,2023-06-12,2023,6,12,817,United States,US-OH-097,Ohio,Madison,Prairie Oaks Metro Park--Coneflower Trail ,39.9897364,-83.2542905,"",,Unspecified,"","",,,,,,,S141412296,"",,,,Continuing. Yellow warbler with distinctive black marking on face and black streaks on sides. Song rising up the scale. Photos and audio.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584199381,Audio,Prairie Warbler,Setophaga discolor,"Passerina cyanea -- Indigo Bunting; Spizella passerina -- Chipping Sparrow; Piranga rubra -- Summer Tanager",Rose Ann Rowlett,2023-05-11,2023,5,11,1109,United States,US-MO-035,Missouri,Carter,Current River Pinery,36.8897290,-91.1982560,Adult Male – 1,"Foraging or Eating; Song",Used,"","",,,Fostex FR-2LE, Sennheiser ME62,"Telinga Universal 22"" parabola",,S137096431,"",,,"A Prairie Warbler now sings, 7 minutes after playback, from ca. 25’ up in a tall pine tree with shorter (12-15’) oaks below it. Background includes: Indigo Bunting, Chipping Sparrow, Summer Tanager. Recorded using a Fostex FR-2LE with a Sennheiser ME62 & Telinga Universal 22"" parabola.","Fabulous view of a close bird after fishing playback; we recorded its song after it had settled down a bit; heard one other across the road",Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
584162241,Audio,Prairie Warbler,Setophaga discolor,,Chris Monahan,2023-06-12,2023,6,12,651,United States,US-VA-810,Virginia,Virginia Beach,**Back Bay NWR,36.6721270,-75.9156610,"",,Unspecified,"","",,,,,,,S141341287,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
584138391,Audio,Prairie Warbler,Setophaga discolor,,Jim Thompson,2023-06-12,2023,6,12,1030,United States,US-IN-101,Indiana,Martin,3291 Parking Lot,38.8755137,-86.8168897,"",,Unspecified,"","",,,,,,,S141394208,"",,,,Merlin audio.  Did see bird singing on dead snag.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583945661,Audio,Prairie Warbler,Setophaga discolor,,Matthew Schenck,2023-06-12,2023,6,12,745,United States,US-PA-117,Pennsylvania,Tioga,"Private Residence--35 Wetmore Street, Wellsboro",41.7519632,-77.2909192,"",,Unspecified,"","",,,,,,,S141330558,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583807501,Audio,Prairie Warbler,Setophaga discolor,,MacKenzie McKnight,2023-06-11,2023,6,11,1156,United States,US-ME-031,Maine,York,Kennebunk Plains--Maguire Rd.,43.3940482,-70.6263399,"",,Unspecified,"","",,,,,,,S141241307,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,,,
583778941,Audio,Prairie Warbler,Setophaga discolor,,d w,2023-06-11,2023,6,11,612,United States,US-NY-111,New York,Ulster,Ulster Park,41.8633019,-73.9873650,"",,Unspecified,"","",,,,,,,S141296189,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583778931,Audio,Prairie Warbler,Setophaga discolor,,d w,2023-06-11,2023,6,11,612,United States,US-NY-111,New York,Ulster,Ulster Park,41.8633019,-73.9873650,"",,Unspecified,"","",,,,,,,S141296189,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583755831,Audio,Prairie Warbler,Setophaga discolor,Vireo olivaceus -- Red-eyed Vireo,Kriss Replogle,2023-06-11,2023,6,11,1051,United States,US-PA-079,Pennsylvania,Luzerne,Francis E. Walter Dam,41.1131688,-75.7244153,Adult Male – 2,Song,Not Used,"","",,,IPhoneSE w/ Merlin,,,,S141230515,"",,,,singing at the same time.  One near and one far.,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
583724261,Audio,Prairie Warbler,Setophaga discolor,,Karl Kauffman,2023-06-09,2023,6,9,1416,United States,US-IN-101,Indiana,Martin,Private Hotspot,38.7265940,-86.6876110,"",,Unspecified,"","",,,,,,,S141023689,"",,,"",,Setophaga discolor,prawar,Species,33643,,5.00,1,,,
583691891,Audio,Prairie Warbler,Setophaga discolor,,Nathan Collins,2023-05-14,2023,5,14,1009,United States,US-MA-003,Massachusetts,Berkshire,Appalachian Trail Mt. Race Ledges,42.0776000,-73.4316000,"",,Unspecified,"","",,,,,,,S141275337,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583620611,Audio,Prairie Warbler,Setophaga discolor,,Peter F,2023-05-10,2023,5,10,617,United States,US-IN-097,Indiana,Marion,Eagle Creek Park,39.8751000,-86.3037000,"",Song,Unspecified,"","",,,Zoom F3,Sennheiser ME 66,,,S136912906,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
583333521,Audio,Prairie Warbler,Setophaga discolor,,"Dan O'Brien",2023-06-10,2023,6,10,901,United States,US-MA-021,Massachusetts,Norfolk,Moose Hill Farm (TTOR),42.1274396,-71.2149131,"Adult Female – 1; Adult Male – 1",Call,Unspecified,"","",,,,,,,S141090404,"",,,,"I found and watched a Praire Warbler pair for a while. The female brought food to a nest a few times, and she clearly knew I was watching, as she'd fly all over the territory while carrying food, trying to give me the slip, and only went to the nest area when I pretended to look away.",Setophaga discolor,prawar,Species,33643,,4.00,1,"",,
583318011,Audio,Prairie Warbler,Setophaga discolor,,Eric Ginsburg,2023-06-10,2023,6,10,653,United States,US-NY-007,New York,Broome,Jones Park,42.0156115,-75.9837310,"",,Unspecified,"","",,,,,,,S141078442,"",,,,At least one seen. Others heard in widely separated areas,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583318001,Audio,Prairie Warbler,Setophaga discolor,,Eric Ginsburg,2023-06-10,2023,6,10,653,United States,US-NY-007,New York,Broome,Jones Park,42.0156115,-75.9837310,"",,Unspecified,"","",,,,,,,S141078442,"",,,,At least one seen. Others heard in widely separated areas,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583200641,Audio,Prairie Warbler,Setophaga discolor,,David Bates,2023-06-10,2023,6,10,1003,United States,US-CT-003,Connecticut,Hartford,"County line, Hartford County",42.0359722,-72.7430007,"",,Unspecified,"","",,,,,,,S141087255,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
583122171,Audio,Prairie Warbler,Setophaga discolor,,Dean Hemmer,2023-06-08,2023,6,8,1845,United States,US-MO-189,Missouri,St. Louis,Augustine Rd. (Meramec River Bottoms),38.4875840,-90.6125060,"",,Unspecified,"","",,,,,,,S140936404,"",,,,"At least two singing birds heard near the tree line to the west of the pipeline. When I first heard them, I was pretty sure they were PRAW. Matched the song recordings on Merlin for the species. Merlin Sound ID also confirmed. Audio attached.",Setophaga discolor,prawar,Species,33643,,.00,0,,,
582974341,Audio,Prairie Warbler,Setophaga discolor,,Jen Moore,2023-06-09,2023,6,9,1425,United States,US-OH-097,Ohio,Madison,Prairie Oaks Metro Park--Coneflower Trail ,39.9897364,-83.2542905,"",,Unspecified,"","",,,,,,,S141006428,"",,,,Singing at back of park near the Whispering Oaks picnic area. Will attach recording.,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
582966931,Audio,Prairie Warbler,Setophaga discolor,,Carol Mullen,2023-06-09,2023,6,9,804,United States,US-VA-153,Virginia,Prince William,Occoquan Bay NWR,38.6455061,-77.2361183,"",,Unspecified,"","",,,,,,,S140988559,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
582869681,Audio,Prairie Warbler,Setophaga discolor,,Marianne Walsh,2023-06-09,2023,6,9,914,United States,US-VT-027,Vermont,Windsor,North Springfield Bog,43.3254509,-72.5138801,"",,Unspecified,"","",,,,,,,S140992160,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
582640621,Audio,Prairie Warbler,Setophaga discolor,,David Turner,2023-06-07,2023,6,7,1300,United States,US-ME-025,Maine,Somerset,"4 Clark Rd, North Anson US-ME 44.85890, -70.01935 Clark Road Start and End",44.8589030,-70.0193460,"",,Unspecified,"","",,,,,,,S140815291,"",,,,Male..Observed him singing and eating bugs in a 3-4  year old clear cut.good looks with binoculars.It Didn’t sit long enough for a photo.Hope to try again tomorrow.Yellow and black warbler with eye stripe and black ring under eye presenting a yellow patch under eyes.Recorded several times with Merlin.,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
582620411,Audio,Prairie Warbler,Setophaga discolor,,Eric Bodker,2023-06-08,2023,6,8,1230,United States,US-TN-145,Tennessee,Roane,Dyllis Orchard Rd. Hiking Trail,35.9489782,-84.3968319,"",,Unspecified,"","",,,,,,,S140902500,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
582588241,Audio,Prairie Warbler,Setophaga discolor,,Margaret Viens,2023-06-06,2023,6,6,928,United States,US-ME-011,Maine,Kennebec,"Martin Houses, Depot Road (private property)",44.4604801,-69.8335326,Adult Male – 1,Song,Unspecified,"","",,,iPhone 13,none,none,,S140682427,"",,,,Singing from gravel pit,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
582582551,Audio,Prairie Warbler,Setophaga discolor,,Rose Ann Rowlett,2023-05-14,2023,5,14,1301,United States,US-KY-209,Kentucky,Scott,"170 Porter Road, Sadieville, Kentucky, US (38.379, -84.569)",38.3794562,-84.5690041,Adult Male – 1,"Foraging or Eating; Song",Used,"","",,,Fostex FR-2LE,Sennheiser ME62 ,"Telinga Universal 22"" parabola",,S137774948,"",,,"A surprise Prairie Warbler was singing at a roadside stop we made near Sadieville, KY, just off Interstate 75. There were a few trees and shrubs around an abandoned parking lot (or old gas station lot), and we heard a Prairie Warbler singing from a distance. We did some playback, and it shot in close. I recorded it for verification at this unexpected site toward the N end of its range. Recorded using a Fostex FR-2LE with a Sennheiser ME62 & Telinga Universal 22"" parabola.","Singing male, seen well, including red back streaks, at picnic pullout here",Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
582582111,Audio,Prairie Warbler,Setophaga discolor,,Patrick Kramer,2023-06-08,2023,6,8,701,Canada,CA-ON-PB,Ontario,Peterborough,Kawartha Highlands Signature Site Provincial Park--Long Lake,44.6890900,-78.1713102,"",,Unspecified,"","",,,,,,,S140913543,"",,,,"Singing all morning from branches overhanging cliff face. Song frequency is about 10-12s intervals with occasional pauses. Showing signs of territoriality - seems to be staying in one small area for this entire entire morning. I saw other warblers lurking about but was unable to confirm a pair (CSWA are also here). Location: Long Lake’s first cove on the north side, atop a cliff face at about the opening to that bay. He’s singing from the top of a rock wall. Access by boat only - it’s a pretty easy paddle.",Setophaga discolor,prawar,Species,33643,,4.00,2,,,
582582061,Audio,Prairie Warbler,Setophaga discolor,,Patrick Kramer,2023-06-08,2023,6,8,701,Canada,CA-ON-PB,Ontario,Peterborough,Kawartha Highlands Signature Site Provincial Park--Long Lake,44.6890900,-78.1713102,"",,Unspecified,"","",,,,,,,S140913543,"",,,,"Singing all morning from branches overhanging cliff face. Song frequency is about 10-12s intervals with occasional pauses. Showing signs of territoriality - seems to be staying in one small area for this entire entire morning. I saw other warblers lurking about but was unable to confirm a pair (CSWA are also here). Location: Long Lake’s first cove on the north side, atop a cliff face at about the opening to that bay. He’s singing from the top of a rock wall. Access by boat only - it’s a pretty easy paddle.",Setophaga discolor,prawar,Species,33643,,3.00,2,,,
582582071,Audio,Prairie Warbler,Setophaga discolor,,Patrick Kramer,2023-06-08,2023,6,8,701,Canada,CA-ON-PB,Ontario,Peterborough,Kawartha Highlands Signature Site Provincial Park--Long Lake,44.6890900,-78.1713102,"",,Unspecified,"","",,,,,,,S140913543,"",,,,"Singing all morning from branches overhanging cliff face. Song frequency is about 10-12s intervals with occasional pauses. Showing signs of territoriality - seems to be staying in one small area for this entire entire morning. I saw other warblers lurking about but was unable to confirm a pair (CSWA are also here). Location: Long Lake’s first cove on the north side, atop a cliff face at about the opening to that bay. He’s singing from the top of a rock wall. Access by boat only - it’s a pretty easy paddle.",Setophaga discolor,prawar,Species,33643,,3.00,2,,,
582526341,Audio,Prairie Warbler,Setophaga discolor,,Christine Hayden,2023-05-30,2023,5,30,1632,United States,US-KY-111,Kentucky,Jefferson,"Pope Lick Park (John Floyd Fields, Big Beech Woods, Prairie Preserve)",38.1803296,-85.4863148,"",,Unspecified,"","",,,,,,,S139974552,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
582465461,Audio,Prairie Warbler,Setophaga discolor,,Cicero Stewart,2023-06-08,2023,6,8,540,United States,US-WI-025,Wisconsin,Dane,Lower Wisconsin SR--Mazomanie Unit (dog trial grounds),43.2214303,-89.7989726,"",,Unspecified,"","",,,,,,,S140872998,"",,,,"First located near 43.217212,-89.806978. Moving around quite a bit and sang maybe 20 times before going silent. I walked around awhile longer without hearing it again. Photos and audio.",Setophaga discolor,prawar,Species,33643,,3.00,1,,,
582339441,Audio,Prairie Warbler,Setophaga discolor,,Chuck Herrold,2023-06-07,2023,6,7,1300,United States,US-PA-125,Pennsylvania,Washington,State Game Lands 117,40.4119276,-80.3952026,"",,Unspecified,"","",,,,,,,S140844098,"",,,,Heard 3 or 4 birds periodically. Finally had good observation of singing male after he flew up from dense shrubs.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
582145551,Audio,Prairie Warbler,Setophaga discolor,,Pete Fenner,2023-06-07,2023,6,7,735,United States,US-IL-123,Illinois,Marshall,"1144–1198 Sun Foundation Rd, Lacon US-IL",40.9340500,-89.4171330,"",,Unspecified,"","",,,,,,,S140779311,"",,,,Still in the area but singing closer to Route 26 now,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
582052591,Audio,Prairie Warbler,Setophaga discolor,,Craig Evans,2023-06-03,2023,6,3,1349,Canada,CA-ON-PS,Ontario,Parry Sound,Parry Sound--Salt Docks,45.3509627,-80.0475747,"",,Unspecified,"","",,,,,,,S140366524,"",,,,,Setophaga discolor,prawar,Species,33643,,5.00,1,,,
581939441,Audio,Prairie Warbler,Setophaga discolor,,Val A,2023-05-31,2023,5,31,1400,United States,US-MA-021,Massachusetts,Norfolk,Canoe River Wilderness Area,42.0628146,-71.1866730,"",,Unspecified,"","",,,,,,,S140602928,"",,,,"Male calling, first hear praise warbler followed by great crested flycatcher",Setophaga discolor,prawar,Species,33643,,.00,0,,,
581805751,Audio,Prairie Warbler,Setophaga discolor,,Doug Willis,2023-06-05,2023,6,5,906,United States,US-MO-009,Missouri,Barry,Roaring River CA,36.5739053,-93.8014412,"",,Unspecified,"","",,,,,,,S140589514,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581610611,Audio,Prairie Warbler,Setophaga discolor,,Juliette Lehman,2023-06-05,2023,6,5,1751,United States,US-NY-103,New York,Suffolk,Parental Home,40.9635235,-73.0153489,"",,Unspecified,"","",,,,,,,S140628476,"",,,,In top of north-most tree just to the east of top of stairs to beach,Setophaga discolor,prawar,Species,33643,,1.00,1,,,
581563951,Audio,Prairie Warbler,Setophaga discolor,,Kelly Krechmer,2023-06-04,2023,6,4,654,United States,US-NY-007,New York,Broome,"Jones Park, Vestal US-NY 42.00906, -75.99278",42.0090610,-75.9927830,"",,Unspecified,"","",,,,,,,S140548226,"",,,,Cs,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581533061,Audio,Prairie Warbler,Setophaga discolor,,Kelly Krechmer,2023-06-04,2023,6,4,654,United States,US-NY-007,New York,Broome,"Jones Park, Vestal US-NY 42.00906, -75.99278",42.0090610,-75.9927830,"",,Unspecified,"","",,,,,,,S140548226,"",,,,Cs,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581530961,Audio,Prairie Warbler,Setophaga discolor,,Marianne Walsh,2023-06-05,2023,6,5,820,United States,US-VT-027,Vermont,Windsor,"Trail on east side of Spfld. Airport, VT (43.338, -72.508)",43.3402465,-72.5136801,"",,Unspecified,"","",,,,,,,S140600258,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581530951,Audio,Prairie Warbler,Setophaga discolor,,Marianne Walsh,2023-06-05,2023,6,5,820,United States,US-VT-027,Vermont,Windsor,"Trail on east side of Spfld. Airport, VT (43.338, -72.508)",43.3402465,-72.5136801,"",,Unspecified,"","",,,,,,,S140600258,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581431881,Audio,Prairie Warbler,Setophaga discolor,,Mac MacKenzie,2023-06-02,2023,6,2,700,United States,US-ME-019,Maine,Penobscot,"04418, Greenbush US-ME 45.11590, -68.32556",45.1158980,-68.3255600,"",,Unspecified,"","",,,,,,,S140451575,"",,,,Audio attached,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581323091,Audio,Prairie Warbler,Setophaga discolor,,Benjamin Althouse,2023-05-31,2023,5,31,1545,United States,US-IL-181,Illinois,Union,Trail of Tears State Forest,37.4923238,-89.3465919,"",,Unspecified,"","",,,,,,,S140059262,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581323101,Audio,Prairie Warbler,Setophaga discolor,,Benjamin Althouse,2023-05-31,2023,5,31,1545,United States,US-IL-181,Illinois,Union,Trail of Tears State Forest,37.4923238,-89.3465919,"",,Unspecified,"","",,,,,,,S140059262,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581317601,Audio,Prairie Warbler,Setophaga discolor,,Robin M,2023-06-04,2023,6,4,719,United States,US-NJ-021,New Jersey,Mercer,Pole Farm (Mercer County Park NW),40.3164110,-74.7474770,"",,Unspecified,"","",,,,,,,S140541083,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581299591,Audio,Prairie Warbler,Setophaga discolor,,Aaron Hywarren,2023-06-04,2023,6,4,738,Canada,CA-ON-LA,Ontario,Lennox and Addington,"Atlas square 18TUQ34 - Lennox And Addington County, 18TUQ34: 44.67229, -77.14243",44.6722908,-77.1424332,"",,Unspecified,"","",,,,,,,S140538376,"",,,,Continuing site.  Image and audio of one bird in eBird S140538376.  Second bird was distant and NW.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581274941,Audio,Prairie Warbler,Setophaga discolor,,Brian Wulker,2023-04-21,2023,4,21,748,United States,US-OH-079,Ohio,Jackson,Coalton Wildlife Area,39.1121310,-82.6388630,"",,Unspecified,"","",,,,,,,S134453056,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581255281,Audio,Prairie Warbler,Setophaga discolor,Geothlypis trichas -- Common Yellowthroat,Luis Mendes,2023-06-04,2023,6,4,1044,United States,US-RI-001,Rhode Island,Bristol,Colt State Park,41.6806368,-71.3021922,"",Song,Not Used,"","",,,Canon PowerShot S3 IS camera,,,,S140527958,"",,,,Along the cliff trail.,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
581245361,Audio,Prairie Warbler,Setophaga discolor,,Alexander Brown,2023-05-18,2023,5,18,845,United States,US-MA-017,Massachusetts,Middlesex,Horn Pond Recreation Area,42.4680852,-71.1582396,"",,Unspecified,"","",,,,,,,S138274267,"",,,,At base of mountain. Singing loudly.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581210131,Audio,Prairie Warbler,Setophaga discolor,"Pipilo erythrophthalmus -- Eastern Towhee; Hylocichla mustelina -- Wood Thrush; Cardinalis cardinalis -- Northern Cardinal",Dean Newhouse,2023-06-04,2023,6,4,839,United States,US-PA-003,Pennsylvania,Allegheny,Imperial Grasslands--King Rd.,40.4486410,-80.3184340,"",Song,Unspecified,"","",,,Motorola Moto G6 Plus cellphone with Merlin Sound ID app.,,,,S140450801,"",,,,Singing from large Eastern Cottonwood tree.,Setophaga discolor,prawar,Species,33643,,4.00,1,"",,
581181611,Audio,Prairie Warbler,Setophaga discolor,,David Bree,2023-06-01,2023,6,1,917,Canada,CA-ON-LA,Ontario,Lennox and Addington,Sheffield CA,44.5590717,-77.1170926,Adult Male – 1,Song,Unspecified,"","",,,Moto g8 phone with Dolby On app,,,,S140143947,"",,,,"Known location.  walked up top of hill but didn't hear anything.  Sat and waited and Yvette heard from next rock barren over.  I could not pick up.  Walked over and eventually saw a male singing.  Pretty good looks though a bit far.  I eventually could hear it but had to be closer than Yvette.",Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
581177041,Audio,Prairie Warbler,Setophaga discolor,,Eric Bodker,2023-06-04,2023,6,4,949,United States,US-TN-037,Tennessee,Davidson,Bells Bend Park,36.1521921,-86.9284072,"",,Unspecified,"","",,,,,,,S140492487,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
581136721,Audio,Prairie Warbler,Setophaga discolor,Pipilo erythrophthalmus -- Eastern Towhee,Dean Newhouse,2023-06-04,2023,6,4,839,United States,US-PA-003,Pennsylvania,Allegheny,Imperial Grasslands--King Rd.,40.4486410,-80.3184340,"",Song,Unspecified,"","",,,Canon SX60HS Powershot Camera,,,,S140450801,"",,,,Singing from large Eastern Cottonwood tree.,Setophaga discolor,prawar,Species,33643,,4.00,1,"",,
581136731,Audio,Prairie Warbler,Setophaga discolor,"Hylocichla mustelina -- Wood Thrush; Pipilo erythrophthalmus -- Eastern Towhee",Dean Newhouse,2023-06-04,2023,6,4,839,United States,US-PA-003,Pennsylvania,Allegheny,Imperial Grasslands--King Rd.,40.4486410,-80.3184340,"",Song,Unspecified,"","",,,Canon SX60HS Powershot Camera,,,,S140450801,"",,,,Singing from large Eastern Cottonwood tree.,Setophaga discolor,prawar,Species,33643,,4.00,1,"",,
581098561,Audio,Prairie Warbler,Setophaga discolor,,Caroline Jones,2023-06-03,2023,6,3,815,United States,US-PA-001,Pennsylvania,Adams,"1515 Waynesboro Pike, Fairfield, Pennsylvania, US (39.74, -77.397)",39.7401108,-77.3969598,"",,Unspecified,"","",,,,,,,S140311948,"",,,,Calling repeatedly at the top of a cedar. Merlin confirmed.,Setophaga discolor,prawar,Species,33643,,1.50,2,,,
